source,target,source_uniprot,target_uniprot,directionality,classification
CDH1,KLRG1,P12830,Q96E93,Ligand-Receptor,Adhesion by Cadherin
CDH2,CDH2,P19022,P19022,Adhesion-Adhesion,Adhesion by Cadherin
CDH2,FCER2,P19022,P06734,Ligand-Receptor,Adhesion by Cadherin
CDH3,CDH3,P22223,P22223,Adhesion-Adhesion,Adhesion by Cadherin
CDH5,CDH5,P33151,P33151,Adhesion-Adhesion,Adhesion by Cadherin
CDH6,CDH6,P55285,P55285,Adhesion-Adhesion,Adhesion by Cadherin
CDH7,CDH7,Q9ULB5,Q9ULB5,Adhesion-Adhesion,Adhesion by Cadherin
CADM1,CADM1,Q9BY67,Q9BY67,Adhesion-Adhesion,Adhesion by CADM
CADM1,NECTIN3,Q9BY67,Q9NQS3,Adhesion-Adhesion,Adhesion by CADM
CADM3,CADM1,Q8N126,Q9BY67,Adhesion-Adhesion,Adhesion by CADM
CADM3,CADM4,Q8N126,Q8NFZ8,Adhesion-Adhesion,Adhesion by CADM
CADM3,EPB41L1,Q8N126,Q9H4G0,Adhesion-Adhesion,Adhesion by CADM
CADM3,NECTIN3,Q8N126,Q9NQS3,Adhesion-Adhesion,Adhesion by CADM
CEACAM1,CD209,P13688,Q9NNX6,Adhesion-Adhesion,Adhesion by CEAM
CEACAM1,CEACAM6,P13688,P40199,Adhesion-Adhesion,Adhesion by CEAM
CEACAM1,CEACAM8,P13688,P31997,Adhesion-Adhesion,Adhesion by CEAM
CEACAM1,SELE,P13688,P16581,Adhesion-Adhesion,Adhesion by CEAM
CEACAM5,CD1D,P06731,P15813,Adhesion-Adhesion,Adhesion by CEAM
CEACAM5,CD8A,P06731,P01732,Adhesion-Adhesion,Adhesion by CEAM
CEACAM5,CEACAM1,P06731,P13688,Adhesion-Adhesion,Adhesion by CEAM
CEACAM5,CEACAM6,P06731,P40199,Adhesion-Adhesion,Adhesion by CEAM
CEACAM6,CEACAM6,P40199,P40199,Adhesion-Adhesion,Adhesion by CEAM
CEACAM8,CEACAM6,P31997,P40199,Adhesion-Adhesion,Adhesion by CEAM
COL3A1,ADGRG1,P02461,Q9Y653,Adhesion-Adhesion,Adhesion by Collagen/Integrin
COL4A1,ADGRG6,P02462,Q86SQ4,Adhesion-Adhesion,Adhesion by Collagen/Integrin
COL4A2,ADGRG6,P08572,Q86SQ4,Adhesion-Adhesion,Adhesion by Collagen/Integrin
COL4A3,ADGRG6,Q01955,Q86SQ4,Adhesion-Adhesion,Adhesion by Collagen/Integrin
COL4A4,ADGRG6,P53420,Q86SQ4,Adhesion-Adhesion,Adhesion by Collagen/Integrin
COL4A5,ADGRG6,P29400,Q86SQ4,Adhesion-Adhesion,Adhesion by Collagen/Integrin
COL4A6,ADGRG6,Q14031,Q86SQ4,Adhesion-Adhesion,Adhesion by Collagen/Integrin
DSC1,DSG2,Q08554,Q14126,Adhesion-Adhesion,Adhesion by Desmosome
DSC2,DSG2,Q02487,Q14126,Adhesion-Adhesion,Adhesion by Desmosome
DSG1,DSC1,Q02413,Q08554,Adhesion-Adhesion,Adhesion by Desmosome
DSG1,DSC2,Q02413,Q02487,Adhesion-Adhesion,Adhesion by Desmosome
DSG1,DSC3,Q02413,Q14574,Adhesion-Adhesion,Adhesion by Desmosome
DSG2,DSC3,Q14126,Q14574,Adhesion-Adhesion,Adhesion by Desmosome
DAG1,CELSR3,Q14118,Q9NYQ7,Adhesion-Adhesion,
GJA1,GJA1,P17302,P17302,Gap-Gap,Adhesion by GAP junction
GJA1,GJA5,P17302,P36382,Gap-Gap,Adhesion by GAP junction
GJA3,GJA1,Q9Y6H8,P17302,Gap-Gap,Adhesion by GAP junction
GJA3,GJA3,Q9Y6H8,Q9Y6H8,Gap-Gap,Adhesion by GAP junction
GJA3,GJA5,Q9Y6H8,P36382,Gap-Gap,Adhesion by GAP junction
GJA3,GJC1,Q9Y6H8,P36383,Gap-Gap,Adhesion by GAP junction
GJA5,GJA5,P36382,P36382,Gap-Gap,Adhesion by GAP junction
GJC1,GJA1,P36383,P17302,Gap-Gap,Adhesion by GAP junction
GJC1,GJA5,P36383,P36382,Gap-Gap,Adhesion by GAP junction
GJC1,GJC1,P36383,P36383,Gap-Gap,Adhesion by GAP junction
ICAM1,ITGAL,P05362,P20701,Ligand-Receptor,Adhesion by ICAM
ICAM1,SPN,P05362,P16150,Adhesion-Adhesion,Adhesion by ICAM
ICAM2,CD209,P13598,Q9NNX6,Ligand-Receptor,Adhesion by ICAM
ICAM3,CD209,P32942,Q9NNX6,Ligand-Receptor,Adhesion by ICAM
ICAM3,CLEC4M,P32942,Q9H2X3,Ligand-Receptor,Adhesion by ICAM
JAM2,JAM3,P57087,Q9BX67,Adhesion-Adhesion,Adhesion by JAM
JAM3,JAM3,Q9BX67,Q9BX67,Adhesion-Adhesion,Adhesion by JAM
L1CAM,L1CAM,P32004,P32004,Adhesion-Adhesion,Adhesion by L1CAM
NECTIN1,CADM3,Q15223,Q8N126,Adhesion-Adhesion,Adhesion by Nectin
NECTIN1,NECTIN3,Q15223,Q9NQS3,Adhesion-Adhesion,Adhesion by Nectin
NECTIN1,NECTIN4,Q15223,Q96NY8,Adhesion-Adhesion,Adhesion by Nectin
NECTIN2,NECTIN3,Q92692,Q9NQS3,Adhesion-Adhesion,Adhesion by Nectin
F2,F2R,P00734,P25116,Ligand-Receptor,Adhesion by Prothrombin
F2,F2RL2,P00734,O00254,Ligand-Receptor,Adhesion by Prothrombin
F2,F2RL3,P00734,Q96RI0,Ligand-Receptor,Adhesion by Prothrombin
F2,THBD,P00734,P07204,Ligand-Receptor,Adhesion by Prothrombin
ADM,RAMP3,P35318,O60896,Ligand-Receptor,Signaling by Adrenomedullin
AGRP,MC2R,O00253,Q01718,Ligand-Receptor,Signaling by Agouti-related protein
AGRP,MC3R,O00253,P41968,Ligand-Receptor,Signaling by Agouti-related protein
AGRP,MC4R,O00253,P32245,Ligand-Receptor,Signaling by Agouti-related protein
AGRP,MC5R,O00253,P33032,Ligand-Receptor,Signaling by Agouti-related protein
ASIP,MC1R,P42127,Q01726,Ligand-Receptor,Signaling by Agouti-related protein
AGRN,PTPRS,O00468,Q13332,Ligand-Receptor,Signaling by Agrin
IAPP,CALCR,P10997,P30988,Ligand-Receptor,Signaling by Amylin
APP,CD74,P05067,P04233,Ligand-Receptor,Signaling by Amyloid-beta precursor protein
APP,FPR2,P05067,P25090,Ligand-Receptor,Signaling by Amyloid-beta precursor protein
APP,PLXNA4,P05067,Q9HCM2,Ligand-Receptor,Signaling by Amyloid-beta precursor protein
APP,SORL1,P05067,Q92673,Ligand-Receptor,Signaling by Amyloid-beta precursor protein
APP,TNFRSF21,P05067,O75509,Ligand-Receptor,Signaling by Amyloid-beta precursor protein
APLP2,PIGR,Q06481,P01833,Ligand-Receptor,Signaling by Amyloid-like protein
APLP2,PLXNA4,Q06481,Q9HCM2,Ligand-Receptor,Signaling by Amyloid-like protein
ANGPT1,TEK,Q15389,Q02763,Ligand-Receptor,Signaling by Angiopoietin
ANGPT2,TEK,O15123,Q02763,Ligand-Receptor,Signaling by Angiopoietin
ANGPT4,TEK,Q9Y264,Q02763,Ligand-Receptor,Signaling by Angiopoietin
AGT,AGTR1,P01019,P30556,Ligand-Receptor,Signaling by Angiotensinogen
AGT,AGTR2,P01019,P50052,Ligand-Receptor,Signaling by Angiotensinogen
ANXA1,FPR1,P04083,P21462,Ligand-Receptor,Signaling by Annexin
ANXA1,FPR2,P04083,P25090,Ligand-Receptor,Signaling by Annexin
ANXA1,FPR3,P04083,P25089,Ligand-Receptor,Signaling by Annexin
APELA,APLNR,P0DMC3,P35414,Ligand-Receptor,Signaling by Apelin
APLN,APLNR,Q9ULZ1,P35414,Ligand-Receptor,Signaling by Apelin
APOA1,ABCA1,P02647,O95477,Ligand-Receptor,Signaling by Apolipoprotein
APOB,APOBR,P04114,Q0VD83,Ligand-Receptor,Signaling by Apolipoprotein
NGF,NGFR,P01138,P08138,Ligand-Receptor,Signaling by Beta-nerve growth factor
NGF,NTRK1,P01138,P04629,Ligand-Receptor,Signaling by Beta-nerve growth factor
NGF,SORT1,P01138,Q99523,Ligand-Receptor,Signaling by Beta-nerve growth factor
BDNF,NGFR,P23560,P08138,Ligand-Receptor,Signaling by Brain-derived neurotrophic factor
BDNF,NTRK2,P23560,Q16620,Ligand-Receptor,Signaling by Brain-derived neurotrophic factor
BDNF,SORT1,P23560,Q99523,Ligand-Receptor,Signaling by Brain-derived neurotrophic factor
CALCA,CALCR,P01258,P30988,Ligand-Receptor,Signaling by Calcitonin
CALCB,CALCR,P10092,P30988,Ligand-Receptor,Signaling by Calcitonin
CLSTN1,NRXN1,O94985,Q9ULB1,Ligand-Receptor,Signaling by Calsyntenin
CLSTN1,NRXN2,O94985,P58401,Ligand-Receptor,Signaling by Calsyntenin
CLSTN1,NRXN3,O94985,Q9HDB5,Ligand-Receptor,Signaling by Calsyntenin
CLSTN2,NRXN1,Q9H4D0,Q9ULB1,Ligand-Receptor,Signaling by Calsyntenin
CLSTN2,NRXN2,Q9H4D0,P58401,Ligand-Receptor,Signaling by Calsyntenin
CLSTN2,NRXN3,Q9H4D0,Q9HDB5,Ligand-Receptor,Signaling by Calsyntenin
CLSTN3,NRXN1,Q9BQT9,Q9ULB1,Ligand-Receptor,Signaling by Calsyntenin
CLSTN3,NRXN2,Q9BQT9,P58401,Ligand-Receptor,Signaling by Calsyntenin
CLSTN3,NRXN3,Q9BQT9,Q9HDB5,Ligand-Receptor,Signaling by Calsyntenin
CTSG,F2RL3,P08311,Q96RI0,Ligand-Receptor,Signaling by Cathepsin
CTSG,FPR1,P08311,P21462,Ligand-Receptor,Signaling by Cathepsin
CCL1,CCR8,P22362,P51685,Ligand-Receptor,Signaling by Chemokines
CCL11,ACKR2,P51671,O00590,Ligand-Receptor,Signaling by Chemokines
CCL11,CCR3,P51671,P51677,Ligand-Receptor,Signaling by Chemokines
CCL11,DPP4,P51671,P27487,Ligand-Receptor,Signaling by Chemokines
CCL13,ACKR2,Q99616,O00590,Ligand-Receptor,Signaling by Chemokines
CCL13,CCR2,Q99616,P41597,Ligand-Receptor,Signaling by Chemokines
CCL13,CCR3,Q99616,P51677,Ligand-Receptor,Signaling by Chemokines
CCL14,ACKR2,Q16627,O00590,Ligand-Receptor,Signaling by Chemokines
CCL14,CCR1,Q16627,P32246,Ligand-Receptor,Signaling by Chemokines
CCL14,CCR3,Q16627,P51677,Ligand-Receptor,Signaling by Chemokines
CCL15,CCR1,Q16663,P32246,Ligand-Receptor,Signaling by Chemokines
CCL15,CCR3,Q16663,P51677,Ligand-Receptor,Signaling by Chemokines
CCL16,CCR1,O15467,P32246,Ligand-Receptor,Signaling by Chemokines
CCL16,CCR2,O15467,P41597,Ligand-Receptor,Signaling by Chemokines
CCL16,CCR8,O15467,P51685,Ligand-Receptor,Signaling by Chemokines
CCL16,HRH4,O15467,Q9H3N8,Ligand-Receptor,Signaling by Chemokines
CCL17,CCR4,Q92583,P51679,Ligand-Receptor,Signaling by Chemokines
CCL18,CCR8,P55774,P51685,Ligand-Receptor,Signaling by Chemokines
CCL19,ACKR4,Q99731,Q9NPB9,Ligand-Receptor,Signaling by Chemokines
CCL19,CCR7,Q99731,P32248,Ligand-Receptor,Signaling by Chemokines
CCL19,CCRL2,Q99731,O00421,Ligand-Receptor,Signaling by Chemokines
CCL2,ACKR1,P13500,Q16570,Ligand-Receptor,Signaling by Chemokines
CCL2,ACKR2,P13500,O00590,Ligand-Receptor,Signaling by Chemokines
CCL2,CCR2,P13500,P41597,Ligand-Receptor,Signaling by Chemokines
CCL20,CCR6,P78556,P51684,Ligand-Receptor,Signaling by Chemokines
CCL21,ACKR4,O00585,Q9NPB9,Ligand-Receptor,Signaling by Chemokines
CCL21,CCR7,O00585,P32248,Ligand-Receptor,Signaling by Chemokines
CCL22,CCR4,O00626,P51679,Ligand-Receptor,Signaling by Chemokines
CCL22,DPP4,O00626,P27487,Ligand-Receptor,Signaling by Chemokines
CCL23,CCR1,P55773,P32246,Ligand-Receptor,Signaling by Chemokines
CCL23,FPR2,P55773,P25090,Ligand-Receptor,Signaling by Chemokines
CCL24,CCR3,O00175,P51677,Ligand-Receptor,Signaling by Chemokines
CCL25,ACKR4,O15444,Q9NPB9,Ligand-Receptor,Signaling by Chemokines
CCL25,CCR9,O15444,P51686,Ligand-Receptor,Signaling by Chemokines
CCL26,CCR1,Q9Y258,P32246,Ligand-Receptor,Signaling by Chemokines
CCL26,CCR2,Q9Y258,P41597,Ligand-Receptor,Signaling by Chemokines
CCL26,CCR3,Q9Y258,P51677,Ligand-Receptor,Signaling by Chemokines
CCL27,CCR10,Q9Y4X3,P46092,Ligand-Receptor,Signaling by Chemokines
CCL28,CCR10,Q9NRJ3,P46092,Ligand-Receptor,Signaling by Chemokines
CCL3,ACKR2,P10147,O00590,Ligand-Receptor,Signaling by Chemokines
CCL3,CCR1,P10147,P32246,Ligand-Receptor,Signaling by Chemokines
CCL3,CCR3,P10147,P51677,Ligand-Receptor,Signaling by Chemokines
CCL3,CCR5,P10147,P51681,Ligand-Receptor,Signaling by Chemokines
CCL3L1,CCR1,P16619,P32246,Ligand-Receptor,Signaling by Chemokines
CCL3L1,CCR3,P16619,P51677,Ligand-Receptor,Signaling by Chemokines
CCL4,ACKR2,P13236,O00590,Ligand-Receptor,Signaling by Chemokines
CCL4,CCR5,P13236,P51681,Ligand-Receptor,Signaling by Chemokines
CCL5,ACKR1,P13501,Q16570,Ligand-Receptor,Signaling by Chemokines
CCL5,ACKR2,P13501,O00590,Ligand-Receptor,Signaling by Chemokines
CCL5,CCR1,P13501,P32246,Ligand-Receptor,Signaling by Chemokines
CCL5,CCR3,P13501,P51677,Ligand-Receptor,Signaling by Chemokines
CCL5,CCR4,P13501,P51679,Ligand-Receptor,Signaling by Chemokines
CCL5,CCR5,P13501,P51681,Ligand-Receptor,Signaling by Chemokines
CCL5,GPR75,P13501,O95800,Ligand-Receptor,Signaling by Chemokines
CCL7,ACKR2,P80098,O00590,Ligand-Receptor,Signaling by Chemokines
CCL7,CCR1,P80098,P32246,Ligand-Receptor,Signaling by Chemokines
CCL7,CCR2,P80098,P41597,Ligand-Receptor,Signaling by Chemokines
CCL7,CCR3,P80098,P51677,Ligand-Receptor,Signaling by Chemokines
CCL7,CCR5,P80098,P51681,Ligand-Receptor,Signaling by Chemokines
CCL8,ACKR2,P80075,O00590,Ligand-Receptor,Signaling by Chemokines
CCL8,CCR1,P80075,P32246,Ligand-Receptor,Signaling by Chemokines
CCL8,CCR2,P80075,P41597,Ligand-Receptor,Signaling by Chemokines
CCL8,CCR3,P80075,P51677,Ligand-Receptor,Signaling by Chemokines
CCL8,CCR5,P80075,P51681,Ligand-Receptor,Signaling by Chemokines
PPBP,CXCR1,P02775,P25024,Ligand-Receptor,Signaling by Chemokines
PPBP,CXCR2,P02775,P25025,Ligand-Receptor,Signaling by Chemokines
CX3CL1,CX3CR1,P78423,P49238,Ligand-Receptor,Signaling by Chemokines
CXCL1,ACKR1,P09341,Q16570,Ligand-Receptor,Signaling by Chemokines
CXCL1,CXCR1,P09341,P25024,Ligand-Receptor,Signaling by Chemokines
CXCL1,CXCR2,P09341,P25025,Ligand-Receptor,Signaling by Chemokines
CXCL10,CXCR3,P02778,P49682,Ligand-Receptor,Signaling by Chemokines
CXCL10,DPP4,P02778,P27487,Ligand-Receptor,Signaling by Chemokines
CXCL11,ACKR3,O14625,P25106,Ligand-Receptor,Signaling by Chemokines
CXCL11,CXCR3,O14625,P49682,Ligand-Receptor,Signaling by Chemokines
CXCL11,DPP4,O14625,P27487,Ligand-Receptor,Signaling by Chemokines
CXCL12,CXCR4,P48061,P61073,Ligand-Receptor,Signaling by Chemokines
CXCL12,DPP4,P48061,P27487,Ligand-Receptor,Signaling by Chemokines
CXCL13,ACKR4,O43927,Q9NPB9,Ligand-Receptor,Signaling by Chemokines
CXCL13,CXCR5,O43927,P32302,Ligand-Receptor,Signaling by Chemokines
CXCL14,CXCR4,O95715,P61073,Ligand-Receptor,Signaling by Chemokines
CXCL16,CXCR6,Q9H2A7,O00574,Ligand-Receptor,Signaling by Chemokines
CXCL2,CXCR2,P19875,P25025,Ligand-Receptor,Signaling by Chemokines
CXCL2,DPP4,P19875,P27487,Ligand-Receptor,Signaling by Chemokines
CXCL3,CXCR2,P19876,P25025,Ligand-Receptor,Signaling by Chemokines
CXCL5,CXCR1,P42830,P25024,Ligand-Receptor,Signaling by Chemokines
CXCL5,CXCR2,P42830,P25025,Ligand-Receptor,Signaling by Chemokines
CXCL6,CXCR1,P80162,P25024,Ligand-Receptor,Signaling by Chemokines
CXCL6,CXCR2,P80162,P25025,Ligand-Receptor,Signaling by Chemokines
CXCL8,ACKR1,P10145,Q16570,Ligand-Receptor,Signaling by Chemokines
CXCL8,CXCR1,P10145,P25024,Ligand-Receptor,Signaling by Chemokines
CXCL8,CXCR2,P10145,P25025,Ligand-Receptor,Signaling by Chemokines
CXCL9,CXCR3,Q07325,P49682,Ligand-Receptor,Signaling by Chemokines
CXCL9,DPP4,Q07325,P27487,Ligand-Receptor,Signaling by Chemokines
CCK,CCKAR,P06307,P32238,Ligand-Receptor,Signaling by Cholecystokinin
CCK,CCKBR,P06307,P32239,Ligand-Receptor,Signaling by Cholecystokinin
C10orf99,GPR15,Q6UWK7,P49685,Ligand-Receptor,
C10orf99,SUSD2,Q6UWK7,Q9UGT4,Ligand-Receptor,
C1QL1,ADGRB3,O75973,O60242,Ligand-Receptor,Signaling by Complement
C1QL2,ADGRB3,Q7Z5L3,O60242,Ligand-Receptor,Signaling by Complement
C1QL3,ADGRB3,Q5VWW1,O60242,Ligand-Receptor,Signaling by Complement
C1QL4,ADGRB3,Q86Z23,O60242,Ligand-Receptor,Signaling by Complement
C3,C3AR1,P01024,Q16581,Ligand-Receptor,Signaling by Complement
C3,C5AR2,P01024,Q9P296,Ligand-Receptor,Signaling by Complement
C4A,C5AR2,P0C0L4,Q9P296,Ligand-Receptor,Signaling by Complement
C5,C5AR1,P01031,P21730,Ligand-Receptor,Signaling by Complement
C5,C5AR2,P01031,Q9P296,Ligand-Receptor,Signaling by Complement
CRH,CRHR1,P06850,P34998,Ligand-Receptor,Signaling by Corticotropin-releasing factor
CRH,CRHR2,P06850,Q13324,Ligand-Receptor,Signaling by Corticotropin-releasing factor
CSF1,CSF1R,P09603,P07333,Ligand-Receptor,Signaling by Colony-Stimulating factor
CSF3,CSF3R,P09919,Q99062,Ligand-Receptor,Signaling by Colony-Stimulating factor
DHH,HHIP,O43323,Q96QV1,Ligand-Ligand,Signaling by Desert hedgehog
EDN1,EDNRA,P05305,P25101,Ligand-Receptor,Signaling by Endothelin
EDN1,EDNRB,P05305,P24530,Ligand-Receptor,Signaling by Endothelin
EDN2,EDNRA,P20800,P25101,Ligand-Receptor,Signaling by Endothelin
EDN2,EDNRB,P20800,P24530,Ligand-Receptor,Signaling by Endothelin
EDN3,EDNRA,P14138,P25101,Ligand-Receptor,Signaling by Endothelin
EDN3,EDNRB,P14138,P24530,Ligand-Receptor,Signaling by Endothelin
ENTPD1,ADORA1,P49961,P30542,Ligand-Receptor,Signaling by Ectonucleoside
ENTPD1,ADORA2A,P49961,P29274,Ligand-Receptor,Signaling by Ectonucleoside
ENTPD1,ADORA2B,P49961,P29275,Ligand-Receptor,Signaling by Ectonucleoside
ENTPD1,ADORA3,P49961,P0DMS8,Ligand-Receptor,Signaling by Ectonucleoside
EFNA1,EPHA1,P20827,P21709,Ligand-Receptor,Signaling by Ephrin
EFNA1,EPHA2,P20827,P29317,Ligand-Receptor,Signaling by Ephrin
EFNA1,EPHA3,P20827,P29320,Ligand-Receptor,Signaling by Ephrin
EFNA1,EPHA4,P20827,P54764,Ligand-Receptor,Signaling by Ephrin
EFNA1,EPHA5,P20827,P54756,Ligand-Receptor,Signaling by Ephrin
EFNA1,EPHA7,P20827,Q15375,Ligand-Receptor,Signaling by Ephrin
EFNA1,EPHA8,P20827,P29322,Ligand-Receptor,Signaling by Ephrin
EFNA2,EPHA1,O43921,P21709,Ligand-Receptor,Signaling by Ephrin
EFNA2,EPHA2,O43921,P29317,Ligand-Receptor,Signaling by Ephrin
EFNA2,EPHA3,O43921,P29320,Ligand-Receptor,Signaling by Ephrin
EFNA2,EPHA4,O43921,P54764,Ligand-Receptor,Signaling by Ephrin
EFNA2,EPHA5,O43921,P54756,Ligand-Receptor,Signaling by Ephrin
EFNA2,EPHA7,O43921,Q15375,Ligand-Receptor,Signaling by Ephrin
EFNA2,EPHA8,O43921,P29322,Ligand-Receptor,Signaling by Ephrin
